Locus Tag	gene	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_2878	invF	9.1	7.89	11.61	9.53
SL1344_2879	invH	12.72	9.14	12.35	11.4
InvR	InvR	94.98	153.85	188.6	145.81
SL1344_2880		39.52	43.9	34.44	39.29
SL1344_2881		12.99	20.23	16.85	16.69
SL1344_2882		38.01	41.41	31.24	36.89
SL1344_2883		0	15.14	3.53	6.22
SL1344_2884		571.08	590.31	492.96	551.45
SL1344_2885		490.09	504.68	450.2	481.66
SL1344_2885A		5.26	8.83	7.93	7.34
SL1344_2886	pphB	118.93	128.42	117.59	121.65
SL1344_2887		4.32	5.18	3.26	4.26
SL1344_2888	mutS	12.49	12.94	14.57	13.33
SL1344_2889		5.19	1.42	4.96	3.86
SL1344_2890		4.9	3.35	4.22	4.15
SL1344_2891		2.12	1.16	2.43	1.9
SL1344_2892		7.34	3.79	4.92	5.35
SL1344_2893		0	0.85	1.59	0.81
SL1344_2894	hyi	2.22	2.84	0.99	2.02
SL1344_2895	ygbL	1.32	0.85	1.48	1.22
SL1344_2896	ygbK	0.45	1.5	0.6	0.85
SL1344_2897	ygbJ	1.53	1.46	2.66	1.88
SL1344_2898	ygbI	13.27	16.96	13.33	14.52
SL1344_2899		13.94	9.36	10.74	11.35
SL1344_2900		4.27	1.82	2.86	2.99
SL1344_2901		2.37	3.03	3.04	2.81
SL1344_2902		2.39	4.58	3.2	3.39
SL1344_2903	rpoS	1389.83	1292.65	1035.39	1239.29
SL1344_2904	nlpD	569.28	549.57	491.22	536.69
SL1344_2905	pcm	35.09	30.19	37.66	34.32
SL1344_2906	surE	30.72	33	34.7	32.8
SL1344_2907	truD	27.66	32.95	26.61	29.07
SL1344_2908	ispF	14.11	15.78	16.54	15.48
SL1344_2909	ispD	17.85	12.17	18.86	16.29
SL1344_2910	ftsB	144.9	163.23	118.25	142.13
SL1344_2911	ygbE	11.87	9.86	16.42	12.72
SL1344_2912	cysC	29.33	35.7	27.43	30.82
SL1344_2913	cysN	30.14	33.21	28.18	30.51
SL1344_2914	cysD	29.47	27.95	27.21	28.21
SL1344_2915	iap	17.5	17.55	18.21	17.76
SL1344_2916	ygbF	6.66	5.47	7.01	6.38
SL1344_2917		4.59	5.28	9.22	6.37
SL1344_2918	ygcH	2.17	2.91	5.51	3.53
SL1344_2919		4.53	3.26	4.05	3.94
SL1344_2920	yghJ	6.66	5.36	5.17	5.73
SL1344_2921		13.08	8.2	5.39	8.89
SL1344_2922		2.72	3.64	3.39	3.25
SL1344_2923	ygcB	3.38	3.35	3.61	3.45
SL1344_2924	sopD	3.25	2.55	5.15	3.65
SL1344_2925	cysH	10.74	9.2	10.79	10.24
SL1344_2926	cysI	31.59	28.86	25.67	28.71
SL1344_2927	cysJ	14.56	14.26	16.88	15.23
SL1344_2928	ptpS	18.67	22.38	15.63	18.89
SL1344_2929		15.2	18.29	19.4	17.63
SL1344_2930	ygcF	72.2	71.63	75.05	72.96
SL1344_2931	eno	281.44	310.79	281.74	291.32
SL1344_2932	pyrG	248.79	260.45	229.27	246.17
SL1344_2933	mazG	62.67	74.59	75.2	70.82
SL1344_2934		2.71	0	3.63	2.11
SL1344_2935		74.52	76.7	79.26	76.83
SL1344_2936		165.92	146.3	154.31	155.51
SL1344_2937	relA	101.87	95.12	106.03	101.01
SL1344_2938	rumA	68.29	62.55	70.49	67.11
SL1344_2939	barA	10.22	9.6	8.96	9.6
SL1344_2940		6.91	4.97	6.28	6.05
SL1344_2941	gudD	7.78	4.23	8.16	6.72
SL1344_2942	ygcY	8.62	6.05	8.16	7.61
SL1344_2943	gudT	2.28	2.19	3.61	2.69
SL1344_2944		20.07	24.66	33.6	26.11
SL1344_2945	yqcB	11.53	8.98	13.75	11.42
SL1344_2946	yqcC	8.56	13.13	12.61	11.43
CsrB	CsrB	1106.39	1091.26	1300.39	1166.01
SL1344_2947	syd	65.12	62.43	74.75	67.43
SL1344_2948	queF	13.29	16.24	14.46	14.66
SL1344_2949	ygdH	37.17	30.88	37.89	35.31
SL1344_2950	sdaC	7.21	10.89	13.46	10.52
SL1344_2951	sdaB	11.13	8.69	10.62	10.15
SL1344_2952	exo	10.02	9.28	8.56	9.29
SL1344_2953	fucO	1.23	3.06	2.3	2.19
SL1344_2954	fucA	3.48	0.42	2.91	2.27
SL1344_2955	fucP	0.86	0.41	1	0.76
SL1344_2956	fucI	2.86	2.43	2.23	2.51
SL1344_2957	fucK	2.58	2.48	2.66	2.57
SL1344_2958	fucU	0	0	1.79	0.6
SL1344_2959	fucR	14.68	13.31	12.48	13.49
SL1344_2960	ygdE	54.54	48.85	58.98	54.12
SL1344_2961	ygdD	65.6	69.04	93.58	76.08
SL1344_2962	gcvA	42.69	42.7	56.56	47.32
GcvB	GcvB	792.86	731.75	1023.15	849.25
SL1344_2963	ygdI	121.6	90.4	76.44	96.14
SL1344_2964	csdA	19.87	19.94	26.45	22.09
SL1344_2965	ygdK	11.44	17.07	14.05	14.19
SL1344_2966		0.92	4.43	4.13	3.16
SL1344_2967	ygdL	38.09	43.89	41.18	41.05
SL1344_2968	mltA	21.05	24.61	21.66	22.44
tRNA_31	tRNA_31	50485.89	43494.9	43519.81	45833.53
SL1344_2969	amiC	78.9	69.17	76.31	74.8
SL1344_2970	argA	12.91	12.17	12.75	12.61
SL1344_2971	recD	5.07	5.74	4.73	5.18
SL1344_2972	recB	13.43	12.49	14.68	13.53
SL1344_2973	ptr	11.22	10.38	12.41	11.33
SL1344_2974	recC	10.03	10.25	10.07	10.12
SL1344_2975	comQ	4.4	4.22	4.71	4.44
SL1344_2976	comP	4.84	4.64	2.32	3.94
SL1344_2977	comO	3.5	2.88	1.67	2.68
SL1344_2978	comN	0	1.15	0	0.38
SL1344_2979	thyA	9.93	4.76	9.03	7.91
SL1344_2980	lgt	18.67	23.45	31.04	24.39
SL1344_2981	ptsP	35.61	32.82	35.18	34.54
SL1344_2982	nudH	50.49	43.81	56.22	50.17
SL1344_2983	mutH	23.91	22.92	29.31	25.38
SL1344_2984	ygdQ	27.65	32.57	56.61	38.94
SL1344_2985	ygdR	20.67	26.01	19.03	21.91
SL1344_2986	tas	15.44	16.88	16.32	16.21
SL1344_2987	ygeD	11.01	10.11	10.98	10.7
SL1344_2988	aas	10.18	8.63	11.01	9.94
OmrA	OmrA	39.3	75.35	74.56	63.07
OmrB	OmrB	92.78	123.89	82.1	99.59
SL1344_2989	galR	20.55	17.86	19.08	19.16
SL1344_2990		17.36	11.89	15.5	14.92
SL1344_2991	lysA	4.02	4.07	5.83	4.64
SL1344_2992	lysR	1.2	2.89	3.63	2.57
SL1344_2993	ygeA	20.32	15.28	12.8	16.13
SL1344_2994	araE	7.55	8	6.78	7.44
SL1344_2995	kduD	7.77	11.71	7.19	8.89
SL1344_2996	kduI	3.03	2.26	3.61	2.97
SL1344_2997	yqeF	16.26	14.67	16.17	15.7
SL1344_2998		10.12	10.95	14.64	11.9
SL1344_2999		8.77	7.28	10.17	8.74
SL1344_3000		11	10.33	11.82	11.05
SL1344_3001	yohL	359.32	334.54	422.96	372.27
SL1344_3002	yohM	15.16	14.86	17.37	15.8
SL1344_3003	STM3025	8.47	8.12	8.65	8.41
SL1344_3004	STM3025.1N	3.85	5.8	6.26	5.3
SL1344_3005	STM3026	7.59	8.28	7.89	7.92
SL1344_3006	stdC	4.55	5.81	5.33	5.23
SL1344_3007	stdB	1.92	1.19	1.14	1.42
SL1344_3008	stdA	2.38	2.28	1.06	1.91
SL1344_3009		36.99	38.45	41.48	38.97
SL1344_3010		10.51	10.08	10.91	10.5
STnc290	STnc290	144.44	204.24	162	170.23
SL1344_3011		169.84	198.78	239.3	202.64
SL1344_3012		294.06	333.06	373.04	333.39
SL1344_3013		34.6	51.93	38.61	41.71
tRNA_32	tRNA_32	6832.17	7753.34	4071.04	6218.85
SL1344_3014		30.84	25.65	42.05	32.85
IsrO	IsrO	19.72	20.25	18.86	19.61
SL1344_3015	idi	42.89	27.74	32.18	34.27
SL1344_3016	lysS	123.1	118.01	107.79	116.3
SL1344_3017	prfB	166.48	168.38	193.51	176.12
SL1344_3018	recJ	44.69	38.64	39.07	40.8
SL1344_3019	dsbC	57.67	61.7	40.57	53.31
SL1344_3020	xerD	35.84	31.94	38.31	35.36
SL1344_3021	fldB	34.06	30.58	37.65	34.09
SL1344_3022	ygfX	64.11	64.73	63.93	64.25
SL1344_3023	ygfY	76.24	90.34	65.23	77.27
SL1344_3024	ygfZ	20.69	20.66	15.4	18.92
SL1344_3025	yqfA	62.83	69.66	82.71	71.73
SL1344_3026	yqfB	8.15	11.29	13.95	11.13
SL1344_3027	bglA	7.67	7.16	6.32	7.05
SL1344_3028		5.05	2.12	3.59	3.58
SL1344_3029	gcvP	10.78	9.59	10.7	10.36
SL1344_3030	gcvH	17.38	18.74	27.64	21.25
SL1344_3031	gcvT	11.07	11.35	10.34	10.92
SL1344_3032	visC	27.42	24.26	25.1	25.59
SL1344_3033	ubiH	52.12	51.34	51.23	51.57
SL1344_3034	pepP	55	51.07	58.46	54.84
SL1344_3035	ygfB	55.06	62.13	57.43	58.21
SL1344_3036	ygfE	267.99	240.47	182.3	230.25
SsrS	SsrS	30796.23	33391.63	47484.15	37224
SL1344_3037	ygfA	24.85	17.59	29.32	23.92
RygC	RygC	1355.47	1575.1	1079.2	1336.59
SL1344_3038	serA	32.69	30.68	36.13	33.17
SL1344_3039	rpiA	71.8	67.2	84.43	74.48
SL1344_3040	iciA	8.2	7.56	8.66	8.14
SL1344_3041	yggE	65.69	54.29	61.43	60.47
SL1344_3042	yggA	6.65	5.1	3.86	5.21
SL1344_3043	yggB	14.41	10.05	14.25	12.9
SL1344_3044	fba	77.79	95.34	76.56	83.23
SL1344_3045	pgk	188.17	177.61	195.73	187.17
SL1344_3046	epd	57.62	60.92	65.09	61.21
SL1344_3047		1.99	3.18	4.44	3.2
SL1344_3048		0.49	0	2.28	0.92
SL1344_3049		0.8	1.91	0.8	1.17
SL1344_3050		4.16	6.78	6.96	5.97
SL1344_3051		3.86	3.29	4.89	4.01
SL1344_3052	tktA	23.74	21.51	26.75	24
SL1344_3053	yggG	64.65	68.04	49.02	60.57
SL1344_3054	speB	30	29.94	25.21	28.38
STnc750	STnc750	25.61	24.55	10.72	20.29
SL1344_3055		7.28	10.92	10.38	9.53
SL1344_3056		6.55	6.85	5.58	6.33
SL1344_3057		6.43	9.92	9.18	8.51
SL1344_3058		8.04	9.04	6.13	7.73
SL1344_3059		7.27	8.99	9.22	8.49
SL1344_3060		37.98	30.28	35.5	34.59
SL1344_3061		9.25	7.39	8.51	8.38
SL1344_3062	speA	40.64	38.96	42.29	40.63
SL1344_3063	yqgB	58.05	101	60.47	73.17
SL1344_3064	yqgD	4.71	4.52	8.2	5.81
SL1344_3065	metK	176.95	188.59	153.79	173.11
SL1344_3066	galP	17.04	14.95	17.26	16.42
SL1344_3067	sprT	20.97	17.39	17.08	18.48
SL1344_3068	endA	12.35	16.42	14.14	14.3
SL1344_3069	yggJ	26.76	23.57	24.94	25.09
SL1344_3070	gshB	19.63	23.1	18.12	20.28
SL1344_3071	yqgE	20.01	20.62	24.12	21.58
SL1344_3072	yqgF	21.67	19.47	21.76	20.97
SL1344_3073		7.8	7.08	9.62	8.17
SL1344_3074	pilT	1.15	2.76	3.27	2.39
SL1344_3075	yggS	14.8	22.25	20.09	19.05
SL1344_3076	yggT	40.31	43.89	46.32	43.5
SL1344_3077	yggU	20.4	25.14	16.26	20.6
SL1344_3078	yggV	39.42	45.99	47.71	44.37
SL1344_3079	yggW	17.11	15.93	15.61	16.21
SL1344_3080	yggM	5.87	8.58	7.68	7.38
SL1344_3081	ansB	20.73	18.59	19.83	19.72
SL1344_3082	yggN	218.59	212.18	192.53	207.77
SL1344_3083	yggL	204.76	192.16	164.3	187.07
SL1344_3084	trmB	45.83	58.59	57.18	53.87
SL1344_3085	mutY	23.03	18.48	20.98	20.83
SL1344_3086	yggX	48.14	42.22	52.81	47.72
SL1344_3087	mltC	9.35	8.96	9.04	9.11
SL1344_3088	nupG	4.04	4.51	6.01	4.85
SL1344_3089	speC	6.6	7.21	6.98	6.93
SL1344_3090	yqgA	5.18	3.44	3.47	4.03
tRNA_33	tRNA_33	1838.59	2328.89	1836.22	2001.23
SL1344_3091		2.6	1.87	1.74	2.07
SL1344_3092		6.16	4.69	4.98	5.28
SL1344_3093		5.34	6.15	5.01	5.5
SL1344_3094		7.36	3.53	3.36	4.75
SL1344_3095		7.74	7.79	9.33	8.28
SL1344_3096		6.15	9.47	7.81	7.81
SL1344_3097		3.09	1.82	3.98	2.97
SL1344_3098		0.82	3.56	3.04	2.47
SL1344_3099		14.16	10.66	8.46	11.1
SL1344_3100		14.66	12.43	12.46	13.18
SL1344_3101		10.54	19.49	12.61	14.21
SL1344_3102	ordL	10.61	11.83	10.73	11.06
SL1344_3103		6.07	6	6.99	6.36
SL1344_3104	iraD	14.08	7.82	9.93	10.61
SL1344_3105		13.36	12.8	14	13.39
SL1344_3106		64.08	61.73	57.21	61.01
SL1344_3107		72.18	65.81	55.85	64.61
SL1344_3108	exuT	7.56	6	6.94	6.84
SL1344_3109	uxuA	55.9	51.77	56.07	54.58
SL1344_3110	uxuB	9.95	7.34	11.92	9.73
SL1344_3111	uxaC	12.17	13.77	18.03	14.66
SL1344_3112		9.05	9.19	7.31	8.52
SL1344_3113	gsp	9.26	9.17	8.94	9.12
SL1344_3114	yghU	12.68	14.34	20.04	15.69
SL1344_3115		16.66	11.41	9.3	12.46
SL1344_3116		5.09	8.73	9.32	7.71
SL1344_3117	hybG	11.36	10.89	15.97	12.74
SL1344_3118	hybF	9.91	7.92	5.53	7.79
SL1344_3119	hybE	17.31	19.92	19.32	18.85
SL1344_3120	hybD	20.53	25.14	26.72	24.13
SL1344_3121	hybC	21.34	19.34	21.82	20.83
SL1344_3122	hybB	10.76	11.69	10.09	10.85
SL1344_3123	hybA	25.99	23.28	18.75	22.67
SL1344_3124	hypO	15.12	17.39	19.06	17.19
SL1344_3125	yghW	38.27	23.52	29.57	30.46
SL1344_3126		15.43	15.45	13.09	14.65
SL1344_3127	yqhA	51.88	44.82	59.56	52.09
SL1344_3128		38.28	57.15	67.75	54.39
SL1344_3129		9.62	18.44	6.9	11.65
SL1344_3130		6.97	6.68	10.74	8.13
SL1344_3131	yghA	9.24	8.86	11.31	9.8
SL1344_3132	exbD	400.28	426.31	342.58	389.73
SL1344_3133	exbB	348.81	358.31	356.38	354.5
SL1344_3134		52.93	76.11	60.76	63.27
SL1344_3135	metC	9.02	8.42	10.8	9.41
SL1344_3136	yghB	27.35	41.79	30.34	33.16
SL1344_3137	yqhC	22.42	27.09	32.7	27.4
SL1344_3138	yqhD	5.57	5.8	4.38	5.25
SL1344_3139	dkgA	7.83	6.86	8.89	7.86
SL1344_3140		1.3	1.25	1.01	1.19
SL1344_3141		22.28	26.7	23.21	24.07
SL1344_3142	ygiR	20.63	21.39	25.63	22.55
SL1344_3143		4.58	2.47	3.07	3.38
SL1344_3144		0.58	1.68	1.57	1.28
SL1344_3145	ygiK	2.8	4.34	4.18	3.77
SL1344_3146	sufI	19.95	17.4	22.31	19.89
SL1344_3147	plsC	29.81	33.71	34.8	32.77
SL1344_3148	parC	42.16	42.57	43.85	42.86
SL1344_3149		13.01	17.77	14.59	15.12
SL1344_3150	ygiW	36.64	35.13	38.49	36.75
SL1344_3151	ygiX	8.12	8.19	14.31	10.21
SL1344_3152	ygiY	5.22	6.41	4.33	5.32
SL1344_3153	mdaB	5.82	12.55	9.41	9.26
SL1344_3154	ygiN	16.15	21.5	17.42	18.35
SL1344_3155	parE	35.13	34.25	35.79	35.06
SL1344_3156	yqiA	66.9	63.67	67.84	66.14
SL1344_3157	cpdA	50.06	53.55	50.63	51.41
SL1344_3158	yqiB	14.68	17.92	27.71	20.1
SL1344_3159	nudF	12.92	13.24	12.83	13
SL1344_3160	tolC	26.92	25.26	26.6	26.26
SL1344_3161	ygiB	143.14	135.61	136.88	138.54
SL1344_3162	ygiC	73.87	84.98	68.76	75.87
SL1344_3163	ygiD	39.02	28.3	31.58	32.97
SL1344_3164	ygiE	12.02	12.58	17.81	14.14
SL1344_3165	assT	4.7	5.11	3.26	4.36
SL1344_3166		5.04	4.43	4.22	4.56
SL1344_3167		10.82	11.17	10.86	10.95
SL1344_3168	ribB	189.78	223.7	149.32	187.6
SL1344_3169	yqiC	17.9	14.45	26.49	19.61
SL1344_3170	glgS	22.91	18.09	37.9	26.3
SL1344_3171		2.27	2.18	2.43	2.29
SL1344_3172	yqiK	7.55	7.56	7.98	7.69
RygD	RygD	1230.29	1156.95	1849.32	1412.18
SL1344_3172A	ibsC	19.1	64.07	28.77	37.31
SL1344_3173	rfaE	36.36	35.05	38.96	36.79
SL1344_3174	glnE	19.62	17.29	20.03	18.98
SL1344_3175	ygiF	13.64	15.98	19.14	16.25
SL1344_3176	ygiM	127.98	168.43	143.14	146.52
SL1344_3177	cca	53.79	46.13	55.17	51.69
SL1344_3178	bacA	46.15	42.27	56.76	48.39
SL1344_3179	folB	35.01	33.57	33.34	33.97
SL1344_3180	ygiH	37.8	35.35	45.37	39.51
SL1344_3182	gcp	24.47	21.86	23.27	23.2
SL1344_3183	rpsU	1966.35	2189.02	1604.41	1919.93
SL1344_3184	dnaG	294.08	330.21	295.71	306.67
SL1344_3185	rpoD	311.85	335.8	302.96	316.87
SL1344_3186	mug	104.65	87.52	87.22	93.13
tRNA_34	tRNA_34	15.65	3.75	2.62	7.34
SL1344_3187	yqjH	99.15	87.31	90.73	92.4
SL1344_3188	yqjI	119.28	132.71	129.13	127.04
SL1344_3189		7.02	3.97	6.27	5.75
SL1344_3190	aer	3.52	3.55	4.09	3.72
SL1344_3191	oat	58.78	69.34	46.53	58.21
SL1344_3192	fadH	5.72	8.03	6.36	6.7
SL1344_3193	ygjO	57.03	48.01	49.47	51.5
SL1344_3194	ygjP	12.55	10.53	7.35	10.15
SL1344_3195	ygjQ	7.73	6.24	7.9	7.29
SL1344_3196	ygjR	8.47	11.9	9.26	9.88
SraF	SraF	1760.73	1865.57	1469.46	1698.58
SL1344_3197	ygjT	677.66	706.28	765.7	716.55
SL1344_3198	ygjU	34.19	37.12	37.9	36.4
SL1344_3199	yqjA	103.81	106.05	118.52	109.46
SL1344_3200	yqjB	12.5	14.1	18.71	15.1
SL1344_3201	yqjC	98.73	107.13	83.02	96.29
SL1344_3202	yqjE	82.8	57.67	65.87	68.78
SL1344_3203	yqjK	23.55	24.38	31.54	26.49
SL1344_3204	yqjF	2.32	1.67	2.33	2.11
SL1344_3205	yqjG	10	12.6	9.18	10.59
SL1344_3206	yhaH	23.92	21.45	37.2	27.53
SL1344_3207	yhaJ	17.6	21.1	20.84	19.85
SL1344_3208	yhaK	6.83	3.47	4.04	4.78
SL1344_3209	yhaL	8.6	16.49	11.52	12.2
SL1344_3210	yhaN	8.39	8.86	9.65	8.96
SL1344_3211	yhaO	3.17	3.25	3.4	3.27
SL1344_3212	tdcG	9.71	9.9	8.99	9.53
SL1344_3213	tdcE	5.53	6	6.91	6.14
SL1344_3214	tdcD	4.43	6.26	5	5.23
SL1344_3215	tdcC	5.29	6.09	8.64	6.67
SL1344_3216	tdcB	7.4	7.64	8.2	7.75
SL1344_3217	tdcA	1.5	2.02	2.61	2.04
SL1344_3220	garK	4.92	4.48	4.12	4.51
SL1344_3221	garRb	1.9	2.43	4.24	2.85
SL1344_3222	garL	1.97	2.26	3.69	2.64
SL1344_3223	garD	1.25	2.75	1.56	1.86
SL1344_3224		6.84	7.13	7.77	7.25
SL1344_3225	agaR	6.42	13.61	13.13	11.06
SL1344_3226	gatY	2.31	0.95	1.1	1.45
SL1344_3227		1.23	1.18	1.24	1.22
SL1344_3228		3.36	2.27	2.64	2.76
SL1344_3229		1.05	2.01	4.21	2.42
SL1344_3230		0.66	1.27	2.52	1.49
SL1344_3231	gatA	0.61	1.16	1.63	1.13
SL1344_3232	gatB	0	0.95	3.32	1.42
SL1344_3233	gatC	0.82	2.16	1.37	1.45
SL1344_3234	gatD	0.81	2.07	0.9	1.26
SL1344_3235	gatR	11.66	19.56	11.71	14.31
SL1344_3236	yraL	10.77	7.51	8.74	9.01
SL1344_3237	yraM	10.07	8.07	9.51	9.22
SL1344_3238	yraN	19.25	14.36	21.49	18.36
SL1344_3239	yraO	24.82	25.63	21.42	23.96
SL1344_3240	yraP	39.68	31.46	35.42	35.52
SL1344_3241	yraR	14.76	10.51	11.29	12.19
SL1344_3242	yhbO	4.89	4.69	4.37	4.65
SL1344_3243	yhbP	8.27	15.85	16.18	13.43
SL1344_3244	yhbQ	8	9.37	8.92	8.76
SL1344_3245	yhbS	32.48	28.45	33.28	31.4
SL1344_3246	yhbT	39.15	38.75	46.09	41.33
SL1344_3246	yhbT	38.06	32.84	46.51	39.14
SL1344_3247	yhbU	2.26	2.71	0.95	1.98
SL1344_3248	yhbV	1.92	6.15	2.15	3.41
SL1344_3249	yhbW	4.75	2.95	3.37	3.69
SL1344_3250		2.35	4.13	3.93	3.47
SL1344_3251		1.06	2.04	1.78	1.63
SL1344_3252	mtr	18.94	22.35	21.95	21.08
SL1344_3253	deaD	426.73	419.89	407.27	417.96
SL1344_3253A	yrbN	387.41	545.08	381.45	437.98
SL1344_3254	nlpI	1066.72	1148.79	1045.83	1087.11
SL1344_3255	pnp	241.42	229.29	213.86	228.19
SL1344_3256	rpsO	871.14	1034.9	1080.41	995.48
SL1344_3257	truB	177.83	198.51	202.78	193.04
SL1344_3258	rbfA	139.07	157.57	150.5	149.05
SL1344_3259	infB	418.38	410.17	405.93	411.49
SL1344_3260	nusA	569.31	588.93	480.79	546.34
SL1344_3261	yhbC	289	270.66	325.8	295.15
SL1344_3262	argG	13.84	17.69	16.43	15.99
SL1344_3263		12.97	11.42	14.36	12.92
tRNA_35	tRNA_35	1360.77	1620.1	1186.13	1389
SL1344_3264	secG	239.24	248.87	315.85	267.99
SL1344_3265	glmM	62.99	60.39	60.94	61.44
SL1344_3266	folP	61.78	57.63	67.17	62.19
SL1344_3268	ftsH	725.55	704.08	685.55	705.06
SL1344_3269	ftsJ	299.2	334.29	353.7	329.06
SL1344_3270	yhbY	119.2	111.51	86.25	105.65
SL1344_3271	greA	389.35	401.05	382.35	390.92
SL1344_3272	dacB	30.47	29.39	35.27	31.71
SL1344_3273	obgE	575.81	540.96	501.27	539.34
SL1344_3274	yhbE	269.94	311.19	298.96	293.36
SL1344_3275	rpmA	2164.48	2001.49	1708.4	1958.12
SL1344_3276	rplU	1460.81	1594.05	1318.37	1457.74
SL1344_3277	ispB	90.5	92.32	78.86	87.23
SL1344_3278	nlp	54.96	42.34	46.66	47.98
SL1344_3279	murA	56.38	49.11	65.61	57.03
SL1344_3280	yrbA	32.68	23.96	32.83	29.82
SL1344_3281	yrbB	86.59	86.66	71.36	81.54
SL1344_3282	yrbC	73.19	68.46	64.15	68.6
SL1344_3283	yrbD	25.05	27.93	37.99	30.32
SL1344_3284	yrbE	29.17	23.13	28.22	26.84
SL1344_3285	yrbF	38.16	33.25	43.2	38.2
SL1344_3286	yrbG	110.55	99.63	102.47	104.22
SL1344_3287	yrbH	47.99	50.11	55.09	51.06
SL1344_3288	yrbI	77.63	69.65	71.64	72.97
SL1344_3289	yrbK	74.46	75.6	49.86	66.64
SL1344_3290	yhbN	31.01	22.91	34.04	29.32
SL1344_3291	yhbG	42.73	37.62	37.2	39.18
SL1344_3292	rpoN	39.9	38.25	38.43	38.86
SL1344_3293	yhbH	51.03	49.86	49.29	50.06
SL1344_3294	ptsN	27.53	20.9	21.89	23.44
SL1344_3295	yhbJ	29.68	29.4	26.06	28.38
SL1344_3296	ptsO	11.39	16.88	11.09	13.12
SL1344_3297	yrbL	18.72	15.81	23.57	19.37
SL1344_3298	mtgA	10.06	10.39	10.62	10.36
SL1344_3299	yhbL	26.74	23.57	17.91	22.74
ArcZ	ArcZ	96.29	113.08	78.99	96.12
SL1344_3300	arcB	15.31	17.22	16.95	16.5
SL1344_3301	yhcC	4.85	4.07	4.67	4.53
SL1344_3302	gltB	21.41	19.07	18.27	19.58
SL1344_3303	gltD	15.69	16.76	15.03	15.83
SL1344_3304	yhcG	1.53	3.92	2.05	2.5
SL1344_3305	codB	11.91	11.64	17.01	13.52
SL1344_3306	codA	15.4	15.61	14.44	15.15
SL1344_3307	yhcH	8.44	10.41	11.71	10.19
SL1344_3308	nanK	5.79	7.1	7.33	6.74
SL1344_3309	nanE	15.13	15.28	12.59	14.33
SL1344_3310	nanT	13.61	16.49	16.45	15.52
SL1344_3311	nanA	26.49	31.14	26.61	28.08
SL1344_3312	yhcK	39.17	33.45	48.4	40.34
SL1344_3313	sspB	97.45	108.55	132.77	112.92
SL1344_3314	sspA	244.57	232.35	222.89	233.27
SL1344_3315		28.09	26.57	23.83	26.16
SL1344_3316	rpsI	2264.74	2254.5	1953.83	2157.69
SL1344_3317	rplM	2306.55	2563.9	1975.44	2281.96
SL1344_3318	yhcM	18.54	19.94	19.63	19.37
SL1344_3319	yhcB	42.53	42.77	49.95	45.08
SL1344_3320	degQ	31.32	28.44	32.56	30.77
SL1344_3321	degS	14.21	19.43	19.56	17.74
SL1344_3322		5.39	5.54	4.64	5.19
SL1344_3323	oadB2	4.23	3.64	5.15	4.34
SL1344_3324	oadA2	0.92	2.26	1.52	1.57
SL1344_3325		0	5.32	0	1.77
SL1344_3326	ttdB	5.02	4.38	6.11	5.17
SL1344_3327	ttdA	0.63	2.1	3.15	1.96
SL1344_3328		2.44	1.28	1.64	1.79
SL1344_3329		26.26	32.89	28.93	29.36
SL1344_3330		26.87	23.18	24.89	24.98
SL1344_3331	mdh	48.64	42.6	49.06	46.77
SL1344_3332	argR	83.9	62.62	87.48	78
SL1344_3333	yhcN	21.42	9.24	20.08	16.91
SL1344_3334		20.12	22.33	24.82	22.42
SL1344_3335	yhcO	7.25	6.95	12.48	8.89
SL1344_3336	yhcP	11.31	10.57	11.03	10.97
SL1344_3337	yhcQ	10.28	8.98	13.15	10.8
SL1344_3338	yhcR	22.2	25.27	26.94	24.8
SL1344_3339	yhcS	6.06	4.07	4.47	4.87
SL1344_3340	tldD	15.2	16.26	14.88	15.45
SL1344_3341	yhdP	16.84	16	18.24	17.02
SL1344_3342	cafA	45.25	47.06	40.31	44.21
SL1344_3343	maf-b	38	40.98	33.71	37.56
SL1344_3344	mreD	48.19	46.19	64.15	52.84
SL1344_3345	mreC	30.52	23.1	32.81	28.81
SL1344_3346	mreB	88.57	82.33	93.85	88.25
SL1344_3348	yhdA	31.65	31.32	35.29	32.75
SL1344_3349	yhdH	19.37	20.24	27.88	22.5
SL1344_3350		69.29	60.51	80.77	70.19
SL1344_3351		52.19	48.68	47.23	49.37
SL1344_3352	accB	142.63	144.2	115.17	134
SL1344_3353	accC	95.3	91.36	78.65	88.44
SL1344_3354	yhdT	3.49	5.58	10.91	6.66
SL1344_3355	panF	7.57	8	8.58	8.05
SL1344_3356	prmA	18.54	16.86	19.91	18.44
SL1344_3357	yhdG	385.56	378.58	463.39	409.18
SL1344_3358	fis	497.66	469.79	393.13	453.53
SL1344_3359	yhdJ	20.07	16.8	21.33	19.4
SL1344_3360	yhdU	29.2	46.1	63.25	46.18
SL1344_3361		12.48	9.52	13.48	11.83
SL1344_3362	envR	11.91	4.89	8.55	8.45
SL1344_3363	acrE	1.46	0.7	0.98	1.05
SL1344_3364	acrF	4.89	3.73	4.91	4.51
SL1344_3365	yhdV	21.67	7.33	36.7	21.9
tRNA_36	tRNA_36	1174.68	1026.24	2063.15	1421.36
SL1344_3366	yrdA	18.81	18.03	19.06	18.64
SL1344_3367	yrdB	32.88	29.42	34.49	32.26
SL1344_3368		12.74	12.87	15.91	13.84
